,game_date,Home_Team,Away_Team,Period,Clock,Home_Team_Skaters,Away_Team_Skaters,Home_Team_Goals,Away_Team_Goals,Team,Player,Event,X_Coordinate,Y_Coordinate,Detail_1,Detail_2,Detail_3,Detail_4,Player_2,X_Coordinate_2,Y_Coordinate_2,Time_Remaining,event_id,TeamIdentity,std_X,std_X_2,std_Y,std_Y_2,euc_dist,Score_Differential,Game_State,timeElapsed,secLastTeamEvent,secLastAnyEvent,Manpower,Posession_Change,HQ_Pass
14778,2021-01-27,Connecticut Whale,Boston Pride,1,10:08,5,5,0,0,Boston Pride,Mallory Souliotis,Incomplete Play,20,7,Indirect,,,,Samantha Davis,62.0,5.0,608,317,Away Team,180,138.0,78,80.0,42.04759208325728,0,Tied,"[-73, -73]",-73,-73,Even,No,No
14780,2021-01-27,Connecticut Whale,Boston Pride,1,10:06,5,5,0,0,Boston Pride,Samantha Davis,Play,76,2,Indirect,,,,Lexie Laing,107.0,5.0,606,319,Away Team,124,93.0,83,80.0,31.144823004794873,0,Tied,"[-74, -74]",-74,-74,Even,No,Yes
14781,2021-01-27,Connecticut Whale,Boston Pride,1,10:04,5,5,0,0,Boston Pride,Lexie Laing,Play,111,4,Direct,,,,Tori Sullivan,113.0,41.0,604,320,Away Team,89,87.0,81,44.0,37.05401462729781,0,Tied,"[-73, -73]",-73,-73,Even,No,Yes
14784,2021-01-27,Connecticut Whale,Boston Pride,1,9:56,5,5,0,0,Connecticut Whale,Elena Orlando,Incomplete Play,30,32,Direct,,,,Grace Klienbach,41.0,45.0,596,323,Home Team,30,41.0,32,45.0,17.029386365926403,0,Tied,"[-68, -68]",-68,-68,Even,No,No
14788,2021-01-27,Connecticut Whale,Boston Pride,1,9:50,5,5,0,0,Connecticut Whale,Kayla Friesen,Incomplete Play,26,3,Direct,,,,Maddie Bishop,73.0,3.0,590,327,Home Team,26,73.0,3,3.0,47.0,0,Tied,"[-71, -71]",-71,-71,Even,No,No
14792,2021-01-27,Connecticut Whale,Boston Pride,1,9:39,5,5,0,0,Connecticut Whale,Maggie LaGue,Play,7,70,Direct,,,,Amanda Conway,22.0,67.0,579,331,Home Team,7,22.0,70,67.0,15.297058540778355,0,Tied,"[-60, -70]",-60,-70,Even,Yes,Yes
14793,2021-01-27,Connecticut Whale,Boston Pride,1,9:37,5,5,0,0,Connecticut Whale,Amanda Conway,Incomplete Play,34,82,Indirect,,,,Maggie LaGue,25.0,74.0,577,332,Home Team,34,25.0,82,74.0,12.041594578792296,0,Tied,"[-58, -70]",-58,-70,Even,Yes,No
14795,2021-01-27,Connecticut Whale,Boston Pride,1,9:32,5,5,0,0,Connecticut Whale,Maggie LaGue,Play,10,73,Direct,,,,Amanda Conway,27.0,83.0,572,334,Home Team,10,27.0,73,83.0,19.723082923316017,0,Tied,"[-53, -67]",-53,-67,Even,Yes,Yes
14796,2021-01-27,Connecticut Whale,Boston Pride,1,9:31,5,5,0,0,Connecticut Whale,Amanda Conway,Incomplete Play,40,76,Direct,,,,Kayla Friesen,37.0,47.0,571,335,Home Team,40,37.0,76,47.0,29.154759474226502,0,Tied,"[-52, -67]",-52,-67,Even,Yes,No
14798,2021-01-27,Connecticut Whale,Boston Pride,1,9:28,5,5,0,0,Connecticut Whale,Kayla Friesen,Play,53,5,Indirect,,,,Maddie Bishop,111.0,8.0,568,337,Home Team,53,111.0,5,8.0,58.07753438292642,0,Tied,"[-67, -67]",-67,-67,Even,No,Yes
14802,2021-01-27,Connecticut Whale,Boston Pride,1,9:20,5,5,0,0,Boston Pride,Taylor Turnquist,Incomplete Play,20,80,Indirect,,,,McKenna Brand,63.0,80.0,560,341,Away Team,180,137.0,5,5.0,43.0,0,Tied,"[-64, -65]",-64,-65,Even,Yes,No
14805,2021-01-27,Connecticut Whale,Boston Pride,1,9:11,5,5,0,0,Boston Pride,Tereza Vanisova,Play,107,31,Direct,,,,Meaghan Rickard,122.0,7.0,551,344,Away Team,93,78.0,54,78.0,28.30194339616981,0,Tied,"[-61, -61]",-61,-61,Even,No,Yes
14809,2021-01-27,Connecticut Whale,Boston Pride,1,9:04,5,5,0,0,Boston Pride,McKenna Brand,Play,165,3,Indirect,,,,Briana Mastel,128.0,2.0,544,348,Away Team,35,72.0,82,83.0,37.013511046643494,0,Tied,"[-62, -62]",-62,-62,Even,No,Yes
14813,2021-01-27,Connecticut Whale,Boston Pride,1,8:57,5,5,0,0,Connecticut Whale,Emma Vlasic,Play,43,3,Indirect,,,,Alyssa Wohlfeiler,57.0,3.0,537,352,Home Team,43,57.0,3,3.0,14.0,0,Tied,"[-61, -61]",-61,-61,Even,No,No
14816,2021-01-27,Connecticut Whale,Boston Pride,1,8:54,5,5,0,0,Boston Pride,Lauren Kelly,Incomplete Play,133,64,Direct,,,,McKenna Brand,160.0,70.0,534,355,Away Team,67,40.0,21,15.0,27.65863337187866,0,Tied,"[-67, -67]",-67,-67,Even,No,No
14818,2021-01-27,Connecticut Whale,Boston Pride,1,8:50,5,5,0,0,Connecticut Whale,Emma Vlasic,Incomplete Play,6,20,Indirect,,,,Alyssa Wohlfeiler,47.0,4.0,530,357,Home Team,6,47.0,20,4.0,44.01136216933078,0,Tied,"[-56, -68]",-56,-68,Even,Yes,No
14824,2021-01-27,Connecticut Whale,Boston Pride,1,8:43,5,5,0,0,Connecticut Whale,Shannon Doyle,Incomplete Play,6,20,Indirect,,,,Katelynn Russ,31.0,82.0,523,363,Home Team,6,31.0,20,82.0,66.85057965343307,0,Tied,"[-70, -70]",-70,-70,Even,No,No
14828,2021-01-27,Connecticut Whale,Boston Pride,1,8:39,5,5,0,0,Connecticut Whale,Tori Howran,Play,41,54,Direct,,,,Emma Vlasic,80.0,41.0,519,367,Home Team,41,80.0,54,41.0,41.10960958218893,0,Tied,"[-77, -77]",-77,-77,Even,No,Yes
14829,2021-01-27,Connecticut Whale,Boston Pride,1,8:37,5,5,0,0,Connecticut Whale,Emma Vlasic,Play,83,39,Direct,,,,Katelynn Russ,91.0,30.0,517,368,Home Team,83,91.0,39,30.0,12.041594578792296,0,Tied,"[-77, -77]",-77,-77,Even,No,Yes
14833,2021-01-27,Connecticut Whale,Boston Pride,1,8:27,5,5,0,0,Connecticut Whale,Alyssa Wohlfeiler,Play,137,27,Direct,,,,Shannon Doyle,140.0,81.0,507,372,Home Team,137,140.0,27,81.0,54.083269131959845,0,Tied,"[-71, -72]",-71,-72,Even,Yes,Yes
14838,2021-01-27,Connecticut Whale,Boston Pride,1,8:20,5,5,0,0,Boston Pride,Paige Capistran,Incomplete Play,17,79,Indirect,,,,McKenna Brand,55.0,73.0,500,377,Away Team,183,145.0,6,12.0,38.47076812334269,0,Tied,"[-77, -77]",-77,-77,Even,No,No
14842,2021-01-27,Connecticut Whale,Boston Pride,1,8:12,5,5,0,0,Boston Pride,Paige Capistran,Incomplete Play,39,12,Direct,,,,McKenna Brand,56.0,40.0,492,381,Away Team,161,144.0,73,45.0,32.756678708318404,0,Tied,"[-70, -72]",-70,-72,Even,Yes,No
14844,2021-01-27,Connecticut Whale,Boston Pride,1,8:10,5,5,0,0,Boston Pride,Paige Capistran,Incomplete Play,65,8,Direct,,,,McKenna Brand,86.0,9.0,490,383,Away Team,135,114.0,77,76.0,21.02379604162864,0,Tied,"[-72, -72]",-72,-72,Even,No,No
14846,2021-01-27,Connecticut Whale,Boston Pride,1,8:09,5,5,0,0,Connecticut Whale,Tori Howran,Play,99,81,Direct,,,,Shannon Doyle,65.0,47.0,489,385,Home Team,99,65.0,81,47.0,48.08326112068522,0,Tied,"[-73, -73]",-73,-73,Even,No,No
14851,2021-01-27,Connecticut Whale,Boston Pride,1,8:01,5,5,0,0,Connecticut Whale,Tori Howran,Incomplete Play,20,77,Indirect,,,,Alyssa Wohlfeiler,49.0,14.0,481,390,Home Team,20,49.0,77,14.0,69.35416353759881,0,Tied,"[-65, -75]",-65,-75,Even,Yes,No
14853,2021-01-27,Connecticut Whale,Boston Pride,1,7:58,5,5,0,0,Boston Pride,Kaleigh Fratkin,Play,171,80,Indirect,,,,Tereza Vanisova,195.0,64.0,478,392,Away Team,29,5.0,5,21.0,28.844410203711917,0,Tied,"[-72, -75]",-72,-75,Even,Yes,No
14854,2021-01-27,Connecticut Whale,Boston Pride,1,7:56,5,5,0,0,Boston Pride,Tereza Vanisova,Incomplete Play,195,64,Indirect,,,,Taylor Wenczkowski,172.0,16.0,476,393,Away Team,5,28.0,21,69.0,53.22593352868506,0,Tied,"[-70, -73]",-70,-73,Even,Yes,No
14856,2021-01-27,Connecticut Whale,Boston Pride,1,7:53,5,5,0,0,Connecticut Whale,Tori Howran,Play,22,81,Indirect,,,,Katelynn Russ,55.0,81.0,473,395,Home Team,22,55.0,81,81.0,33.0,0,Tied,"[-70, -73]",-70,-73,Even,Yes,Yes
14857,2021-01-27,Connecticut Whale,Boston Pride,1,7:51,5,5,0,0,Connecticut Whale,Katelynn Russ,Incomplete Play,73,81,Direct,,,,Alyssa Wohlfeiler,78.0,48.0,471,396,Home Team,73,78.0,81,48.0,33.376638536557266,0,Tied,"[-74, -74]",-74,-74,Even,No,No
14860,2021-01-27,Connecticut Whale,Boston Pride,1,7:46,5,5,0,0,Boston Pride,Samantha Davis,Play,89,2,Direct,,,,Taylor Wenczkowski,97.0,2.0,466,399,Away Team,111,103.0,83,83.0,8.0,0,Tied,"[-77, -77]",-77,-77,Even,No,Yes
14861,2021-01-27,Connecticut Whale,Boston Pride,1,7:43,5,5,0,0,Boston Pride,Taylor Wenczkowski,Play,112,6,Direct,,,,Tereza Vanisova,120.0,25.0,463,400,Away Team,88,80.0,79,60.0,20.615528128088304,0,Tied,"[-74, -75]",-74,-75,Even,Yes,Yes
14865,2021-01-27,Connecticut Whale,Boston Pride,1,7:34,5,5,0,0,Connecticut Whale,Katelynn Russ,Play,107,74,Direct,,,,Mackenzie Lancaster,120.0,34.0,454,404,Home Team,107,120.0,74,34.0,42.05948168962618,0,Tied,"[-71, -73]",-71,-73,Even,Yes,Yes
14867,2021-01-27,Connecticut Whale,Boston Pride,1,7:33,5,5,0,0,Connecticut Whale,Mackenzie Lancaster,Play,136,37,Direct,,,,Kayla Friesen,129.0,43.0,453,406,Home Team,136,129.0,37,43.0,9.219544457292887,0,Tied,"[-70, -74]",-70,-74,Even,Yes,Yes
14870,2021-01-27,Connecticut Whale,Boston Pride,1,7:30,5,5,0,0,Boston Pride,Victoria Hanson,Play,17,37,Indirect,,,,Samantha Davis,9.0,10.0,450,409,Away Team,183,191.0,48,75.0,28.16025568065745,0,Tied,"[-77, -77]",-77,-77,Even,No,No
14871,2021-01-27,Connecticut Whale,Boston Pride,1,7:28,5,5,0,0,Boston Pride,Samantha Davis,Incomplete Play,9,10,Indirect,,,,Mallory Souliotis,7.0,19.0,448,410,Away Team,191,193.0,75,66.0,9.219544457292887,0,Tied,"[-76, -76]",-76,-76,Even,No,No
14873,2021-01-27,Connecticut Whale,Boston Pride,1,7:26,5,5,0,0,Connecticut Whale,Kayla Friesen,Incomplete Play,195,66,Direct,,,,Elena Orlando,133.0,37.0,446,412,Home Team,195,133.0,66,37.0,68.44705983459039,0,Tied,"[-79, -79]",-79,-79,Even,No,No
14875,2021-01-27,Connecticut Whale,Boston Pride,1,7:25,5,5,0,0,Boston Pride,Samantha Davis,Incomplete Play,18,9,Indirect,,,,Kaleigh Fratkin,19.0,75.0,445,414,Away Team,182,181.0,76,10.0,66.007575322837,0,Tied,"[-73, -82]",-73,-82,Even,Yes,No
14877,2021-01-27,Connecticut Whale,Boston Pride,1,7:19,5,5,0,0,Connecticut Whale,Janine Weber,Play,193,16,Indirect,,,,Kayla Friesen,198.0,53.0,439,416,Home Team,193,198.0,16,53.0,37.336309405188935,0,Tied,"[-79, -79]",-79,-79,Even,No,Yes
14878,2021-01-27,Connecticut Whale,Boston Pride,1,7:17,5,5,0,0,Connecticut Whale,Kayla Friesen,Incomplete Play,191,60,Direct,,,,Mackenzie Lancaster,172.0,47.0,437,417,Home Team,191,172.0,60,47.0,23.021728866442675,0,Tied,"[-77, -77]",-77,-77,Even,No,No
14880,2021-01-27,Connecticut Whale,Boston Pride,1,7:14,5,5,0,0,Connecticut Whale,Mackenzie Lancaster,Incomplete Play,196,34,Direct,,,,Janine Weber,173.0,38.0,434,419,Home Team,196,173.0,34,38.0,23.3452350598575,0,Tied,"[-78, -78]",-78,-78,Even,No,No
14882,2021-01-27,Connecticut Whale,Boston Pride,1,7:11,5,5,0,0,Connecticut Whale,Elena Orlando,Incomplete Play,149,6,Indirect,,,,Kayla Friesen,187.0,31.0,431,421,Home Team,149,187.0,6,31.0,45.48626166217664,0,Tied,"[-79, -79]",-79,-79,Even,No,No
14884,2021-01-27,Connecticut Whale,Boston Pride,1,7:07,5,5,0,0,Boston Pride,Mallory Souliotis,Incomplete Play,6,24,Direct,,,,Samantha Davis,48.0,4.0,427,423,Away Team,194,152.0,61,81.0,46.51881339845203,0,Tied,"[-81, -81]",-81,-81,Even,No,No
14899,2021-01-27,Connecticut Whale,Boston Pride,1,6:43,4,5,0,0,Boston Pride,Taylor Turnquist,Play,6,39,Indirect,,,,Lauren Kelly,3.0,41.0,403,438,Away Team,194,197.0,46,44.0,3.6055512754639887,0,Tied,"[-77, -79]",-77,-79,Advantage,Yes,Yes
14900,2021-01-27,Connecticut Whale,Boston Pride,1,6:39,4,5,0,0,Boston Pride,Lauren Kelly,Play,16,30,Direct,,,,Christina Putigna,46.0,13.0,399,439,Away Team,184,154.0,55,72.0,34.48187929913333,0,Tied,"[-73, -77]",-73,-77,Advantage,Yes,Yes
14902,2021-01-27,Connecticut Whale,Boston Pride,1,6:34,4,5,0,0,Boston Pride,Christina Putigna,Incomplete Play,139,30,Direct,,,,McKenna Brand,137.0,8.0,394,441,Away Team,61,63.0,55,77.0,22.09072203437452,0,Tied,"[-77, -77]",-77,-77,Advantage,No,No
14906,2021-01-27,Connecticut Whale,Boston Pride,1,6:20,4,5,0,0,Boston Pride,Lauren Kelly,Incomplete Play,17,36,Direct,,,,Taylor Turnquist,52.0,81.0,380,445,Away Team,183,148.0,49,4.0,57.00877125495689,0,Tied,"[-64, -65]",-64,-65,Advantage,Yes,No
14910,2021-01-27,Connecticut Whale,Boston Pride,1,6:17,4,5,0,0,Boston Pride,Lauren Kelly,Play,79,68,Direct,,,,Christina Putigna,86.0,59.0,377,449,Away Team,121,114.0,17,26.0,11.401754250991381,0,Tied,"[-68, -68]",-68,-68,Advantage,No,Yes
14911,2021-01-27,Connecticut Whale,Boston Pride,1,6:09,4,5,0,0,Boston Pride,Christina Putigna,Play,59,17,Direct,,,,McKenna Brand,114.0,3.0,369,450,Away Team,141,86.0,68,82.0,56.75385449465085,0,Tied,"[-61, -61]",-61,-61,Advantage,No,No
14921,2021-01-27,Connecticut Whale,Boston Pride,1,5:46,4,5,0,0,Boston Pride,Kaleigh Fratkin,Play,72,81,Direct,,,,Taylor Wenczkowski,109.0,73.0,346,460,Away Team,128,91.0,4,12.0,37.8549864614954,0,Tied,"[-60, -72]",-60,-72,Advantage,Yes,Yes
14925,2021-01-27,Connecticut Whale,Boston Pride,1,5:40,4,5,0,0,Boston Pride,Samantha Davis,Play,112,60,Direct,,,,Kaleigh Fratkin,91.0,82.0,340,464,Away Team,88,109.0,25,3.0,30.413812651491103,0,Tied,"[-71, -71]",-71,-71,Advantage,No,Yes
14926,2021-01-27,Connecticut Whale,Boston Pride,1,5:39,4,5,0,0,Boston Pride,Kaleigh Fratkin,Play,90,78,Direct,,,,Mallory Souliotis,87.0,28.0,339,465,Away Team,110,113.0,7,57.0,50.089919145472784,0,Tied,"[-70, -70]",-70,-70,Advantage,No,Yes
14927,2021-01-27,Connecticut Whale,Boston Pride,1,5:38,4,5,0,0,Boston Pride,Mallory Souliotis,Play,90,28,Direct,,,,Samantha Davis,106.0,17.0,338,466,Away Team,110,94.0,57,68.0,19.416487838947603,0,Tied,"[-69, -76]",-69,-76,Advantage,Yes,Yes
14936,2021-01-27,Connecticut Whale,Boston Pride,1,5:20,4,5,0,0,Boston Pride,Mallory Souliotis,Play,2,44,Direct,,,,Kaleigh Fratkin,4.0,41.0,320,475,Away Team,198,196.0,41,44.0,3.6055512754639887,0,Tied,"[-77, -77]",-77,-77,Advantage,No,Yes
14937,2021-01-27,Connecticut Whale,Boston Pride,1,5:16,4,5,0,0,Boston Pride,Kaleigh Fratkin,Play,44,38,Direct,,,,Mallory Souliotis,83.0,79.0,316,476,Away Team,156,117.0,47,6.0,56.58621740318043,0,Tied,"[-77, -77]",-77,-77,Advantage,No,Yes
14940,2021-01-27,Connecticut Whale,Boston Pride,1,5:08,4,5,0,0,Boston Pride,Samantha Davis,Play,133,33,Direct,,,,Kaleigh Fratkin,133.0,4.0,308,479,Away Team,67,67.0,52,81.0,29.0,0,Tied,"[-75, -76]",-75,-76,Advantage,Yes,Yes
14947,2021-01-27,Connecticut Whale,Boston Pride,1,4:51,5,5,0,0,Boston Pride,Kaleigh Fratkin,Play,3,32,Indirect,,,,Briana Mastel,9.0,58.0,291,486,Away Team,197,191.0,53,27.0,26.683328128252672,0,Tied,"[-69, -69]",-69,-69,Even,No,Yes
14948,2021-01-27,Connecticut Whale,Boston Pride,1,4:42,5,5,0,0,Boston Pride,Briana Mastel,Play,4,63,Direct,,,,Kaleigh Fratkin,8.0,16.0,282,487,Away Team,196,192.0,22,69.0,47.16990566028302,0,Tied,"[-64, -64]",-64,-64,Even,No,Yes
14949,2021-01-27,Connecticut Whale,Boston Pride,1,4:40,5,5,0,0,Boston Pride,Kaleigh Fratkin,Play,22,12,Direct,,,,Tori Sullivan,45.0,6.0,280,488,Away Team,178,155.0,73,79.0,23.769728648009423,0,Tied,"[-66, -66]",-66,-66,Even,No,Yes
14956,2021-01-27,Connecticut Whale,Boston Pride,1,4:15,5,5,0,0,Boston Pride,Briana Mastel,Play,25,23,Direct,,,,Meaghan Rickard,119.0,12.0,255,495,Away Team,175,81.0,62,73.0,94.64142856064674,0,Tied,"[-60, -60]",-60,-60,Even,No,Yes
14958,2021-01-27,Connecticut Whale,Boston Pride,1,4:10,5,5,0,0,Boston Pride,Meaghan Rickard,Incomplete Play,180,26,Direct,,,,Mary Parker,181.0,46.0,250,497,Away Team,20,19.0,59,39.0,20.02498439450079,0,Tied,"[-58, -60]",-58,-60,Even,Yes,No
14960,2021-01-27,Connecticut Whale,Boston Pride,1,4:08,5,5,0,0,Connecticut Whale,Emma Vlasic,Play,4,31,Indirect,,,,Shannon Doyle,5.0,51.0,248,499,Home Team,4,5.0,31,51.0,20.02498439450079,0,Tied,"[-58, -60]",-58,-60,Even,Yes,Yes
14961,2021-01-27,Connecticut Whale,Boston Pride,1,4:04,5,5,0,0,Connecticut Whale,Shannon Doyle,Play,12,73,Direct,,,,Katelynn Russ,83.0,76.0,244,500,Home Team,12,83.0,73,76.0,71.06335201775947,0,Tied,"[-54, -59]",-54,-59,Even,Yes,Yes
14963,2021-01-27,Connecticut Whale,Boston Pride,1,3:59,5,5,0,0,Connecticut Whale,Katelynn Russ,Play,160,74,Direct,,,,Alyssa Wohlfeiler,158.0,65.0,239,502,Home Team,160,158.0,74,65.0,9.219544457292887,0,Tied,"[-49, -56]",-49,-56,Even,Yes,Yes
14966,2021-01-27,Connecticut Whale,Boston Pride,1,3:56,5,5,0,0,Connecticut Whale,Hanna Beattie,Play,138,4,Indirect,,,,Alyssa Wohlfeiler,168.0,5.0,236,505,Home Team,138,168.0,4,5.0,30.01666203960727,0,Tied,"[-55, -55]",-55,-55,Even,No,Yes
14967,2021-01-27,Connecticut Whale,Boston Pride,1,3:54,5,5,0,0,Connecticut Whale,Alyssa Wohlfeiler,Play,165,7,Direct,,,,Katelynn Russ,159.0,31.0,234,506,Home Team,165,159.0,7,31.0,24.738633753705958,0,Tied,"[-53, -53]",-53,-53,Even,No,No
14970,2021-01-27,Connecticut Whale,Boston Pride,1,3:47,5,5,0,0,Boston Pride,Taylor Turnquist,Incomplete Play,48,80,Direct,,,,Meaghan Rickard,96.0,40.0,227,509,Away Team,152,104.0,5,45.0,62.481997407253225,0,Tied,"[-67, -67]",-67,-67,Even,No,No
14974,2021-01-27,Connecticut Whale,Boston Pride,1,3:38,5,5,0,0,Connecticut Whale,Grace Klienbach,Play,158,11,Direct,,,,Sarah Schwenzfeier,165.0,14.0,218,513,Home Team,158,165.0,11,14.0,7.6157731058639095,0,Tied,"[-37, -71]",-37,-71,Even,Yes,No
14975,2021-01-27,Connecticut Whale,Boston Pride,1,3:37,5,5,0,0,Connecticut Whale,Sarah Schwenzfeier,Incomplete Play,162,16,Indirect,,,,Grace Klienbach,169.0,3.0,217,514,Home Team,162,169.0,16,3.0,14.7648230602334,0,Tied,"[-36, -71]",-36,-71,Even,Yes,No
14977,2021-01-27,Connecticut Whale,Boston Pride,1,3:35,5,5,0,0,Boston Pride,Lauren Kelly,Incomplete Play,27,82,Indirect,,,,Carlee Turner,62.0,81.0,215,516,Away Team,173,138.0,3,4.0,35.014282800023196,0,Tied,"[-71, -71]",-71,-71,Even,No,No
14979,2021-01-27,Connecticut Whale,Boston Pride,1,3:32,5,5,0,0,Boston Pride,Lauren Kelly,Incomplete Play,47,81,Indirect,,,,Carlee Turner,64.0,80.0,212,518,Away Team,153,136.0,4,5.0,17.029386365926403,0,Tied,"[-68, -72]",-68,-72,Even,Yes,No
14981,2021-01-27,Connecticut Whale,Boston Pride,1,3:31,5,5,0,0,Connecticut Whale,Elena Orlando,Play,136,5,Indirect,,,,Sarah Schwenzfeier,139.0,4.0,211,520,Home Team,136,139.0,5,4.0,3.1622776601683795,0,Tied,"[-75, -75]",-75,-75,Even,No,No
14982,2021-01-27,Connecticut Whale,Boston Pride,1,3:30,5,5,0,0,Connecticut Whale,Sarah Schwenzfeier,Play,139,4,Indirect,,,,Grace Klienbach,155.0,4.0,210,521,Home Team,139,155.0,4,4.0,16.0,0,Tied,"[-74, -74]",-74,-74,Even,No,No
14984,2021-01-27,Connecticut Whale,Boston Pride,1,3:23,5,5,0,0,Boston Pride,Taylor Turnquist,Incomplete Play,19,78,Direct,,,,Meghara McManus,64.0,72.0,203,523,Away Team,181,136.0,7,13.0,45.39823785126467,0,Tied,"[-69, -69]",-69,-69,Even,No,No
14988,2021-01-27,Connecticut Whale,Boston Pride,1,3:17,5,5,0,0,Connecticut Whale,Sarah Schwenzfeier,Play,176,83,Indirect,,,,Kaycie Anderson,195.0,69.0,197,527,Home Team,176,195.0,83,69.0,23.60084744241189,0,Tied,"[-61, -71]",-61,-71,Even,Yes,Yes
14989,2021-01-27,Connecticut Whale,Boston Pride,1,3:16,5,5,0,0,Connecticut Whale,Kaycie Anderson,Play,195,69,Indirect,,,,Grace Klienbach,178.0,83.0,196,528,Home Team,195,178.0,69,83.0,22.02271554554524,0,Tied,"[-60, -73]",-60,-73,Even,Yes,Yes
14990,2021-01-27,Connecticut Whale,Boston Pride,1,3:14,5,5,0,0,Connecticut Whale,Grace Klienbach,Play,180,80,Direct,,,,Kaycie Anderson,191.0,67.0,194,529,Home Team,180,191.0,80,67.0,17.029386365926403,0,Tied,"[-58, -74]",-58,-74,Even,Yes,Yes
14991,2021-01-27,Connecticut Whale,Boston Pride,1,3:14,5,5,0,0,Connecticut Whale,Kaycie Anderson,Incomplete Play,191,67,Direct,,,,Sarah Schwenzfeier,176.0,41.0,194,530,Home Team,191,176.0,67,41.0,30.01666203960727,0,Tied,"[-58, -75]",-58,-75,Even,Yes,No
14998,2021-01-27,Connecticut Whale,Boston Pride,1,3:06,5,5,0,0,Boston Pride,Tereza Vanisova,Play,30,21,Direct,,,,Kaleigh Fratkin,3.0,34.0,186,537,Away Team,170,197.0,64,51.0,29.966648127543394,0,Tied,"[-73, -80]",-73,-80,Even,Yes,Yes
14999,2021-01-27,Connecticut Whale,Boston Pride,1,3:03,5,5,0,0,Boston Pride,Kaleigh Fratkin,Play,3,41,Indirect,,,,McKenna Brand,51.0,81.0,183,538,Away Team,197,149.0,44,4.0,62.481997407253225,0,Tied,"[-80, -80]",-80,-80,Even,No,No
15004,2021-01-27,Connecticut Whale,Boston Pride,1,2:53,5,5,0,0,Boston Pride,Paige Capistran,Incomplete Play,45,81,Indirect,,,,Tereza Vanisova,69.0,79.0,173,543,Away Team,155,131.0,4,6.0,24.08318915758459,0,Tied,"[-78, -78]",-78,-78,Even,No,No
15011,2021-01-27,Connecticut Whale,Boston Pride,1,2:45,5,5,0,0,Boston Pride,Paige Capistran,Play,9,72,Indirect,,,,Tori Sullivan,27.0,3.0,165,550,Away Team,191,173.0,13,82.0,71.30918594402826,0,Tied,"[-84, -89]",-84,-89,Even,Yes,Yes
15012,2021-01-27,Connecticut Whale,Boston Pride,1,2:43,5,5,0,0,Boston Pride,Tori Sullivan,Play,28,2,Indirect,,,,Lexie Laing,101.0,9.0,163,551,Away Team,172,99.0,83,76.0,73.33484846919643,0,Tied,"[-82, -87]",-82,-87,Even,Yes,Yes
15016,2021-01-27,Connecticut Whale,Boston Pride,1,2:38,5,5,0,0,Connecticut Whale,Emma Vlasic,Play,69,74,Direct,,,,Hanna Beattie,45.0,46.0,158,555,Home Team,69,45.0,74,46.0,36.87817782917155,0,Tied,"[-82, -93]",-82,-93,Even,Yes,Yes
15017,2021-01-27,Connecticut Whale,Boston Pride,1,2:36,5,5,0,0,Connecticut Whale,Hanna Beattie,Play,45,34,Direct,,,,Katelynn Russ,80.0,26.0,156,556,Home Team,45,80.0,34,26.0,35.902646142032474,0,Tied,"[-80, -93]",-80,-93,Even,Yes,No
15018,2021-01-27,Connecticut Whale,Boston Pride,1,2:36,5,5,0,0,Connecticut Whale,Katelynn Russ,Incomplete Play,80,26,Indirect,,,,Alyssa Wohlfeiler,109.0,4.0,156,557,Home Team,80,109.0,26,4.0,36.40054944640259,0,Tied,"[-95, -95]",-95,-95,Even,No,No
15020,2021-01-27,Connecticut Whale,Boston Pride,1,2:34,5,5,0,0,Boston Pride,Tori Sullivan,Play,86,80,Direct,,,,Paige Capistran,67.0,79.0,154,559,Away Team,114,133.0,5,6.0,19.02629759044045,0,Tied,"[-91, -96]",-91,-96,Even,Yes,Yes
15021,2021-01-27,Connecticut Whale,Boston Pride,1,2:33,5,5,0,0,Boston Pride,Paige Capistran,Play,61,81,Direct,,,,Kaleigh Fratkin,40.0,29.0,153,560,Away Team,139,160.0,4,56.0,56.08029957123981,0,Tied,"[-101, -101]",-101,-101,Even,No,Yes
15022,2021-01-27,Connecticut Whale,Boston Pride,1,2:30,5,5,0,0,Boston Pride,Kaleigh Fratkin,Play,61,15,Direct,,,,Mary Parker,91.0,26.0,150,561,Away Team,139,109.0,70,59.0,31.953090617340923,0,Tied,"[-102, -102]",-102,-102,Even,No,Yes
15028,2021-01-27,Connecticut Whale,Boston Pride,1,2:21,5,5,0,0,Connecticut Whale,Alyssa Wohlfeiler,Play,8,18,Indirect,,,,Emma Vlasic,23.0,5.0,141,567,Home Team,8,23.0,18,5.0,19.849433241279208,0,Tied,"[-98, -104]",-98,-104,Even,Yes,Yes
15029,2021-01-27,Connecticut Whale,Boston Pride,1,2:18,5,5,0,0,Connecticut Whale,Emma Vlasic,Play,46,4,Direct,,,,Katelynn Russ,82.0,45.0,138,568,Home Team,46,82.0,4,45.0,54.56189146281496,0,Tied,"[-95, -102]",-95,-102,Even,Yes,Yes
15033,2021-01-27,Connecticut Whale,Boston Pride,1,2:11,5,5,0,0,Boston Pride,Paige Capistran,Incomplete Play,7,13,Indirect,,,,Meaghan Rickard,45.0,9.0,131,572,Away Team,193,155.0,72,76.0,38.209946349085605,0,Tied,"[-95, -103]",-95,-103,Even,Yes,No
