,game_date,Home_Team,Away_Team,Period,Clock,Home_Team_Skaters,Away_Team_Skaters,Home_Team_Goals,Away_Team_Goals,Team,Player,Event,X_Coordinate,Y_Coordinate,Detail_1,Detail_2,Detail_3,Detail_4,Player_2,X_Coordinate_2,Y_Coordinate_2,Time_Remaining,event_id,TeamIdentity,std_X,std_X_2,std_Y,std_Y_2,euc_dist,Score_Differential,Game_State,timeElapsed,secLastTeamEvent,secLastAnyEvent,Manpower,HQ_Pass
11883,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,11:48,4,5,1,0,St. Lawrence Saints,Lydia Grauer,Play,130,12,Indirect,,,,Rachael Smith,175.0,4.0,708,11884,Away Team,70,25.0,73,81.0,45.70557953,-1,Close Trail,"[1, 1]",1,1,Advantage,Yes
11884,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,11:44,4,5,1,0,St. Lawrence Saints,Rachael Smith,Play,177,4,Indirect,,,,Kayla Nielsen,173.0,3.0,704,11885,Away Team,23,27.0,81,82.0,4.123105626,-1,Close Trail,"[4, 4]",4,4,Advantage,Yes
11885,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,11:39,4,5,1,0,St. Lawrence Saints,Kayla Nielsen,Play,139,6,Direct,,,,Rachael Smith,178.0,4.0,699,11886,Away Team,61,22.0,79,81.0,39.05124838,-1,Close Trail,"[5, 5]",5,5,Advantage,Yes
11886,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,11:35,4,5,1,0,St. Lawrence Saints,Rachael Smith,Play,143,13,Direct,,,,Lydia Grauer,131.0,50.0,695,11887,Away Team,57,69.0,72,35.0,38.89730068,-1,Close Trail,"[4, 4]",4,4,Advantage,Yes
11887,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,11:33,4,5,1,0,St. Lawrence Saints,Lydia Grauer,Play,138,50,Direct,,,,Amanda Butterfield,161.0,77.0,693,11888,Away Team,62,39.0,35,8.0,35.468295700000006,-1,Close Trail,"[2, 2]",2,2,Advantage,Yes
11888,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,11:29,4,5,1,0,St. Lawrence Saints,Amanda Butterfield,Play,130,66,Direct,,,,Lydia Grauer,134.0,34.0,689,11889,Away Team,70,66.0,19,51.0,32.24903099,-1,Close Trail,"[4, 4]",4,4,Advantage,Yes
11889,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,11:28,4,5,1,0,St. Lawrence Saints,Lydia Grauer,Play,135,35,Direct,,,,Kayla Nielsen,152.0,9.0,688,11890,Away Team,65,48.0,50,76.0,31.06444913,-1,Close Trail,"[1, 1]",1,1,Advantage,Yes
11890,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,11:26,4,5,1,0,St. Lawrence Saints,Kayla Nielsen,Play,152,9,Direct,,,,Rachael Smith,185.0,15.0,686,11891,Away Team,48,15.0,76,70.0,33.54101966,-1,Close Trail,"[2, 2]",2,2,Advantage,Yes
11898,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,10:54,4,5,1,0,Clarkson Golden Knights,Taylar Cianfarano,Play,4,60,Indirect,,,,Elizabeth Giguere,36.0,82.0,654,11899,Home Team,4,36.0,60,82.0,38.83297568,1,Close Lead,"[5, 5]",5,5,Shorthanded,No
11903,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,10:49,4,4,1,0,St. Lawrence Saints,Skylar Podvey,Play,22,80,Indirect,,,,Nadine Edney,42.0,81.0,649,11904,Away Team,178,158.0,5,4.0,20.02498439,-1,Close Trail,"[0, 0]",0,0,Even,No
11906,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,10:46,4,4,1,0,Clarkson Golden Knights,Ella Shelton,Play,98,30,Indirect,,,,Elizabeth Giguere,116.0,79.0,646,11907,Home Team,98,116.0,30,79.0,52.20153254,1,Close Lead,"[0, 0]",0,0,Even,Yes
11908,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,10:43,4,4,1,0,Clarkson Golden Knights,Elizabeth Giguere,Play,143,81,Direct,,,,Loren Gabel,148.0,47.0,643,11909,Home Team,143,148.0,81,47.0,34.36568055,1,Close Lead,"[1, 1]",1,1,Even,Yes
11915,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,10:19,4,4,1,0,Clarkson Golden Knights,Taylor Turnquist,Play,197,24,Indirect,,,,Loren Gabel,197.0,36.0,619,11916,Home Team,197,197.0,24,36.0,12.0,1,Close Lead,"[4, 4]",4,4,Even,Yes
11916,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,10:17,4,4,1,0,Clarkson Golden Knights,Loren Gabel,Play,197,45,Indirect,,,,Elizabeth Giguere,183.0,81.0,617,11917,Home Team,197,183.0,45,81.0,38.62641583,1,Close Lead,"[2, 2]",2,2,Even,No
11917,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,10:12,4,4,1,0,Clarkson Golden Knights,Elizabeth Giguere,Incomplete Play,126,53,Direct,,,,Taylor Turnquist,128.0,31.0,612,11918,Home Team,126,128.0,53,31.0,22.09072203,1,Close Lead,"[5, 5]",5,5,Even,No
11923,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,9:57,4,4,1,0,Clarkson Golden Knights,Emma Keenan,Play,8,26,Direct,,,,Josiane Pozzebon,9.0,67.0,597,11924,Home Team,8,9.0,26,67.0,41.01219331,1,Close Lead,"[2, 2]",2,2,Even,Yes
11924,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,9:55,4,4,1,0,Clarkson Golden Knights,Josiane Pozzebon,Play,42,72,Direct,,,,Kelly Mariani,83.0,82.0,595,11925,Home Team,42,83.0,72,82.0,42.20189569,1,Close Lead,"[2, 2]",2,2,Even,Yes
11925,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,9:53,4,4,1,0,Clarkson Golden Knights,Kelly Mariani,Play,94,75,Direct,,,,Josiane Pozzebon,79.0,71.0,593,11926,Home Team,94,79.0,75,71.0,15.5241747,1,Close Lead,"[2, 2]",2,2,Even,Yes
11927,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,9:49,5,4,1,0,Clarkson Golden Knights,Josiane Pozzebon,Play,148,73,Direct,,,,Kelly Mariani,139.0,82.0,589,11928,Home Team,148,139.0,73,82.0,12.72792206,1,Close Lead,"[1, 1]",1,1,Advantage,Yes
11928,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,9:46,5,4,1,0,Clarkson Golden Knights,Kelly Mariani,Play,174,81,Direct,,,,Josiane Pozzebon,147.0,31.0,586,11929,Home Team,174,147.0,81,31.0,56.82429058,1,Close Lead,"[3, 3]",3,3,Advantage,Yes
11929,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,9:45,5,4,1,0,Clarkson Golden Knights,Josiane Pozzebon,Play,147,25,Direct,,,,Emma Keenan,145.0,52.0,585,11930,Home Team,147,145.0,25,52.0,27.07397274,1,Close Lead,"[1, 1]",1,1,Advantage,Yes
11930,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,9:40,5,4,1,0,Clarkson Golden Knights,Emma Keenan,Play,134,30,Direct,,,,Josiane Pozzebon,144.0,57.0,580,11931,Home Team,134,144.0,30,57.0,28.792360100000003,1,Close Lead,"[5, 5]",5,5,Advantage,Yes
11933,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,9:33,5,4,1,0,Clarkson Golden Knights,Emma Keenan,Play,186,8,Indirect,,,,Kelly Mariani,186.0,6.0,573,11934,Home Team,186,186.0,8,6.0,2.0,1,Close Lead,"[3, 3]",3,3,Advantage,Yes
11934,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,9:31,5,4,1,0,Clarkson Golden Knights,Kelly Mariani,Play,177,5,Direct,,,,Kristy Pidgeon,152.0,14.0,571,11935,Home Team,177,152.0,5,14.0,26.57066051,1,Close Lead,"[2, 2]",2,2,Advantage,Yes
11938,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,9:24,5,4,1,0,Clarkson Golden Knights,Josiane Pozzebon,Play,198,33,Indirect,,,,Kelly Mariani,178.0,81.0,564,11939,Home Team,198,178.0,33,81.0,52.0,1,Close Lead,"[4, 4]",4,4,Advantage,Yes
11939,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,9:21,5,4,1,0,Clarkson Golden Knights,Kelly Mariani,Play,176,80,Direct,,,,Taylor Turnquist,131.0,73.0,561,11940,Home Team,176,131.0,80,73.0,45.54119015,1,Close Lead,"[3, 3]",3,3,Advantage,Yes
11940,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,9:19,5,4,1,0,Clarkson Golden Knights,Taylor Turnquist,Play,139,59,Direct,,,,Kristy Pidgeon,170.0,77.0,559,11941,Home Team,139,170.0,59,77.0,35.84689666,1,Close Lead,"[2, 2]",2,2,Advantage,Yes
11943,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,9:13,5,4,1,0,Clarkson Golden Knights,Josiane Pozzebon,Play,135,9,Direct,,,,Taylor Turnquist,132.0,57.0,553,11944,Home Team,135,132.0,9,57.0,48.09365863,1,Close Lead,"[2, 2]",2,2,Advantage,Yes
11944,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,9:11,5,4,1,0,Clarkson Golden Knights,Taylor Turnquist,Play,135,75,Direct,,,,Josiane Pozzebon,130.0,44.0,551,11945,Home Team,135,130.0,75,44.0,31.40063694,1,Close Lead,"[2, 2]",2,2,Advantage,Yes
11945,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,9:10,5,4,1,0,Clarkson Golden Knights,Josiane Pozzebon,Play,138,37,Direct,,,,Cassidy Vinkle,152.0,18.0,550,11946,Home Team,138,152.0,37,18.0,23.60084744,1,Close Lead,"[1, 1]",1,1,Advantage,Yes
11948,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,9:04,5,4,1,0,Clarkson Golden Knights,Taylor Turnquist,Play,192,72,Indirect,,,,Cassidy Vinkle,197.0,34.0,544,11949,Home Team,192,197.0,72,34.0,38.32753579,1,Close Lead,"[2, 2]",2,2,Advantage,Yes
11949,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,9:02,5,4,1,0,Clarkson Golden Knights,Cassidy Vinkle,Play,195,23,Direct,,,,Josiane Pozzebon,131.0,15.0,542,11950,Home Team,195,131.0,23,15.0,64.49806199,1,Close Lead,"[2, 2]",2,2,Advantage,Yes
11950,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,9:00,5,4,1,0,Clarkson Golden Knights,Josiane Pozzebon,Play,133,23,Direct,,,,Cassidy Vinkle,170.0,14.0,540,11951,Home Team,133,170.0,23,14.0,38.07886553,1,Close Lead,"[2, 2]",2,2,Advantage,Yes
11951,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,8:59,5,4,1,0,Clarkson Golden Knights,Cassidy Vinkle,Incomplete Play,168,16,Direct,,,,Taylor Turnquist,143.0,56.0,539,11952,Home Team,168,143.0,16,56.0,47.16990566,1,Close Lead,"[1, 1]",1,1,Advantage,No
11957,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,8:52,5,4,1,0,Clarkson Golden Knights,Kelly Mariani,Play,162,82,Indirect,,,,Kristy Pidgeon,182.0,80.0,532,11958,Home Team,162,182.0,82,80.0,20.09975124,1,Close Lead,"[0, 0]",0,0,Advantage,Yes
11958,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,8:50,5,4,1,0,Clarkson Golden Knights,Kristy Pidgeon,Incomplete Play,193,71,Direct,,,,Cassidy Vinkle,188.0,47.0,530,11959,Home Team,193,188.0,71,47.0,24.51530134,1,Close Lead,"[2, 2]",2,2,Advantage,No
11960,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,8:45,5,5,1,0,Clarkson Golden Knights,Kristy Pidgeon,Play,189,23,Direct,,,,Cassidy Vinkle,184.0,39.0,525,11961,Home Team,189,184.0,23,39.0,16.76305461,1,Close Lead,"[0, 0]",0,0,Even,Yes
11963,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,8:43,5,5,1,0,St. Lawrence Saints,Jessica Poirier,Play,18,37,Direct,,,,Nadine Edney,39.0,24.0,523,11964,Away Team,182,161.0,48,61.0,24.69817807,-1,Close Trail,"[0, 0]",0,0,Even,Yes
11967,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,8:35,5,5,1,0,Clarkson Golden Knights,Ella Shelton,Play,24,76,Indirect,,,,Kristy Pidgeon,51.0,74.0,515,11968,Home Team,24,51.0,76,74.0,27.07397274,1,Close Lead,"[1, 1]",1,1,Even,Yes
11968,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,8:32,5,5,1,0,Clarkson Golden Knights,Kristy Pidgeon,Play,71,77,Direct,,,,Ella Shelton,86.0,81.0,512,11969,Home Team,71,86.0,77,81.0,15.5241747,1,Close Lead,"[3, 3]",3,3,Even,Yes
11972,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,8:27,5,5,1,0,Clarkson Golden Knights,Kristy Pidgeon,Play,184,80,Indirect,,,,Michala Pejzlova,196.0,66.0,507,11973,Home Team,184,196.0,80,66.0,18.43908891,1,Close Lead,"[0, 0]",0,0,Even,Yes
11973,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,8:24,5,5,1,0,Clarkson Golden Knights,Michala Pejzlova,Incomplete Play,193,72,Indirect,,,,Kristy Pidgeon,134.0,81.0,504,11974,Home Team,193,134.0,72,81.0,59.68249325,1,Close Lead,"[3, 3]",3,3,Even,No
11975,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,8:18,5,5,1,0,Clarkson Golden Knights,Emma Keenan,Play,66,52,Direct,,,,Elizabeth Giguere,106.0,5.0,498,11976,Home Team,66,106.0,52,5.0,61.7170965,1,Close Lead,"[2, 2]",2,2,Even,Yes
11976,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,8:16,5,5,1,0,Clarkson Golden Knights,Elizabeth Giguere,Play,113,5,Direct,,,,Michala Pejzlova,110.0,19.0,496,11977,Home Team,113,110.0,5,19.0,14.31782106,1,Close Lead,"[2, 2]",2,2,Even,Yes
11977,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,8:14,5,5,1,0,Clarkson Golden Knights,Michala Pejzlova,Play,111,35,Direct,,,,Loren Gabel,111.0,62.0,494,11978,Home Team,111,111.0,35,62.0,27.0,1,Close Lead,"[2, 2]",2,2,Even,Yes
11985,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,8:00,5,5,1,0,St. Lawrence Saints,Kristen Guerriero,Play,91,49,Direct,,,,Maggie McLaughlin,162.0,74.0,480,11986,Away Team,109,38.0,36,11.0,75.27283707,-1,Close Trail,"[3, 3]",3,3,Even,Yes
11987,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,7:56,5,5,1,0,St. Lawrence Saints,Maggie McLaughlin,Play,175,62,Direct,,,,Rachael Smith,175.0,49.0,476,11988,Away Team,25,25.0,23,36.0,13.0,-1,Close Trail,"[4, 4]",4,4,Even,Yes
11993,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,7:50,5,5,1,0,St. Lawrence Saints,Maggie McLaughlin,Incomplete Play,156,3,Indirect,,,,Rachael Smith,130.0,5.0,470,11994,Away Team,44,70.0,82,80.0,26.07680962,-1,Close Trail,"[0, 0]",0,0,Even,No
11996,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,7:29,5,5,1,0,Clarkson Golden Knights,Kristy Pidgeon,Play,192,70,Indirect,,,,Josiane Pozzebon,131.0,71.0,449,11997,Home Team,192,131.0,70,71.0,61.00819617,1,Close Lead,"[1, 1]",1,1,Even,Yes
11997,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,7:27,5,5,1,0,Clarkson Golden Knights,Josiane Pozzebon,Play,129,58,Direct,,,,Kristy Pidgeon,162.0,81.0,447,11998,Home Team,129,162.0,58,81.0,40.22437072,1,Close Lead,"[2, 2]",2,2,Even,Yes
12002,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,7:21,5,5,1,0,St. Lawrence Saints,Jacquie Diffley,Play,22,39,Direct,,,,Nadine Edney,36.0,24.0,441,12003,Away Team,178,164.0,46,61.0,20.51828453,-1,Close Trail,"[2, 2]",2,2,Even,Yes
12003,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,7:18,5,5,1,0,St. Lawrence Saints,Nadine Edney,Incomplete Play,60,10,Direct,,,,Rachael Smith,81.0,23.0,438,12004,Away Team,140,119.0,75,62.0,24.69817807,-1,Close Trail,"[3, 3]",3,3,Even,No
12006,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,7:09,5,5,1,0,St. Lawrence Saints,Lydia Grauer,Incomplete Play,140,5,Indirect,,,,Justine Reyes,190.0,63.0,429,12007,Away Team,60,10.0,80,22.0,76.57675888,-1,Close Trail,"[1, 1]",1,1,Even,No
12008,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,7:05,5,5,1,0,Clarkson Golden Knights,Emma Keenan,Incomplete Play,5,23,Indirect,,,,Loren Gabel,44.0,5.0,425,12009,Home Team,5,44.0,23,5.0,42.95346319,1,Close Lead,"[1, 1]",1,1,Even,No
12010,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,7:01,5,5,1,0,St. Lawrence Saints,Natalie Wozney,Play,164,64,Direct,,,,Justine Reyes,180.0,64.0,421,12011,Away Team,36,20.0,21,21.0,16.0,-1,Close Trail,"[3, 3]",3,3,Even,Yes
12012,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,6:57,5,5,1,0,St. Lawrence Saints,Justine Reyes,Incomplete Play,195,32,Direct,,,,Nadine Edney,177.0,36.0,417,12013,Away Team,5,23.0,53,49.0,18.43908891,-1,Close Trail,"[0, 0]",0,0,Even,No
12014,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,6:51,5,5,1,0,Clarkson Golden Knights,Josiane Pozzebon,Play,4,33,Direct,,,,Emma Keenan,5.0,59.0,411,12015,Home Team,4,5.0,33,59.0,26.01922366,1,Close Lead,"[6, 6]",6,6,Even,Yes
12015,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,6:49,5,5,1,0,Clarkson Golden Knights,Emma Keenan,Play,11,67,Indirect,,,,Kristy Pidgeon,73.0,81.0,409,12016,Home Team,11,73.0,67,81.0,63.56099433,1,Close Lead,"[2, 2]",2,2,Even,Yes
12016,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,6:44,5,5,1,0,Clarkson Golden Knights,Kristy Pidgeon,Play,84,81,Indirect,,,,Michala Pejzlova,113.0,80.0,404,12017,Home Team,84,113.0,81,80.0,29.01723626,1,Close Lead,"[5, 5]",5,5,Even,Yes
12020,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,6:37,5,5,1,0,Clarkson Golden Knights,Michala Pejzlova,Play,185,79,Direct,,,,Loren Gabel,153.0,75.0,397,12021,Home Team,185,153.0,79,75.0,32.24903099,1,Close Lead,"[1, 1]",1,1,Even,Yes
12021,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,6:35,5,5,1,0,Clarkson Golden Knights,Loren Gabel,Play,139,78,Direct,,,,Taylor Turnquist,141.0,18.0,395,12022,Home Team,139,141.0,78,18.0,60.03332408,1,Close Lead,"[2, 2]",2,2,Even,Yes
12022,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,6:34,5,5,1,0,Clarkson Golden Knights,Taylor Turnquist,Play,139,13,Direct,,,,Ella Shelton,131.0,45.0,394,12023,Home Team,139,131.0,13,45.0,32.984845,1,Close Lead,"[1, 1]",1,1,Even,Yes
12025,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,6:30,5,5,1,0,Clarkson Golden Knights,Ella Shelton,Play,95,58,Direct,,,,Taylor Turnquist,103.0,5.0,390,12026,Home Team,95,103.0,58,5.0,53.60037313,1,Close Lead,"[1, 1]",1,1,Even,Yes
12035,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,6:09,5,5,1,0,St. Lawrence Saints,Skylar Podvey,Incomplete Play,22,4,Indirect,,,,Justine Reyes,58.0,5.0,369,12036,Away Team,178,142.0,81,80.0,36.01388621,-1,Close Trail,"[1, 1]",1,1,Even,No
12037,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,6:05,5,5,1,0,Clarkson Golden Knights,Tia Stoddard,Incomplete Play,191,77,Indirect,,,,Taylor Sawka,198.0,56.0,365,12038,Home Team,191,198.0,77,56.0,22.13594362,1,Close Lead,"[4, 4]",4,4,Even,No
12043,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,5:50,5,5,1,0,St. Lawrence Saints,Charlea Pedersen,Play,9,10,Direct,,,,Skylar Podvey,7.0,14.0,350,12044,Away Team,191,193.0,75,71.0,4.472135955,-1,Close Trail,"[2, 2]",2,2,Even,No
12045,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,5:41,5,5,1,0,Clarkson Golden Knights,Morgan Helgeson,Play,153,62,Direct,,,,Taylor Sawka,155.0,79.0,341,12046,Home Team,153,155.0,62,79.0,17.11724277,1,Close Lead,"[2, 2]",2,2,Even,Yes
12046,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,5:35,5,5,1,0,Clarkson Golden Knights,Taylor Sawka,Play,190,22,Direct,,,,Ella Shelton,131.0,12.0,335,12047,Home Team,190,131.0,22,12.0,59.84145720000001,1,Close Lead,"[6, 6]",6,6,Even,Yes
12047,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,5:33,5,5,1,0,Clarkson Golden Knights,Ella Shelton,Play,130,22,Direct,,,,Taylor Turnquist,132.0,72.0,333,12048,Home Team,130,132.0,22,72.0,50.03998401,1,Close Lead,"[2, 2]",2,2,Even,Yes
12048,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,5:31,5,5,1,0,Clarkson Golden Knights,Taylor Turnquist,Play,148,74,Direct,,,,Ella Shelton,130.0,45.0,331,12049,Home Team,148,130.0,74,45.0,34.13209633,1,Close Lead,"[2, 2]",2,2,Even,Yes
12054,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,5:21,5,5,2,0,Clarkson Golden Knights,Avery Mitchell,Incomplete Play,80,4,Indirect,,,,Taylar Cianfarano,119.0,5.0,321,12055,Home Team,80,119.0,4,5.0,39.01281841,2,Lead,"[2, 2]",2,2,Even,No
12056,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,5:15,5,5,2,0,St. Lawrence Saints,Kristen Guerriero,Play,6,24,Indirect,,,,Claire Dudley,3.0,30.0,315,12057,Away Team,194,197.0,61,55.0,6.708203932000001,-2,Trail,"[1, 1]",1,1,Even,No
12058,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,5:05,5,5,2,0,Clarkson Golden Knights,Kelly Mariani,Play,158,81,Direct,,,,Josiane Pozzebon,129.0,79.0,305,12059,Home Team,158,129.0,81,79.0,29.06888371,2,Lead,"[5, 5]",5,5,Even,Yes
12059,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,5:04,5,5,2,0,Clarkson Golden Knights,Josiane Pozzebon,Play,129,61,Direct,,,,Kelly Mariani,147.0,82.0,304,12060,Home Team,129,147.0,61,82.0,27.65863337,2,Lead,"[1, 1]",1,1,Even,Yes
12060,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,5:03,5,5,2,0,Clarkson Golden Knights,Kelly Mariani,Play,146,81,Indirect,,,,Taylar Cianfarano,175.0,81.0,303,12061,Home Team,146,175.0,81,81.0,29.0,2,Lead,"[1, 1]",1,1,Even,Yes
12062,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,4:55,5,5,2,0,Clarkson Golden Knights,Josiane Pozzebon,Play,133,78,Direct,,,,Avery Mitchell,136.0,21.0,295,12063,Home Team,133,136.0,78,21.0,57.07889277,2,Lead,"[1, 1]",1,1,Even,Yes
12067,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,4:49,5,5,2,0,Clarkson Golden Knights,Josiane Pozzebon,Incomplete Play,137,82,Indirect,,,,Cassidy Vinkle,146.0,82.0,289,12068,Home Team,137,146.0,82,82.0,9.0,2,Lead,"[0, 0]",0,0,Even,No
12069,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,4:46,5,5,2,0,St. Lawrence Saints,Kalie Grant,Play,50,21,Direct,,,,Steph Keryluk,98.0,60.0,286,12070,Away Team,150,102.0,64,25.0,61.84658438,-2,Trail,"[1, 1]",1,1,Even,Yes
12073,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,4:34,5,5,2,0,St. Lawrence Saints,Steph Keryluk,Play,195,31,Indirect,,,,Nadine Edney,155.0,3.0,274,12074,Away Team,5,45.0,54,82.0,48.82622246,-2,Trail,"[6, 6]",6,6,Even,Yes
12074,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,4:31,5,5,2,0,St. Lawrence Saints,Nadine Edney,Play,155,3,Direct,,,,Lydia Grauer,127.0,5.0,271,12075,Away Team,45,73.0,82,80.0,28.071337699999997,-2,Trail,"[3, 3]",3,3,Even,Yes
12077,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,4:25,5,5,2,0,Clarkson Golden Knights,Avery Mitchell,Play,4,25,Indirect,,,,Josiane Pozzebon,8.0,70.0,265,12078,Home Team,4,8.0,25,70.0,45.17742799,2,Lead,"[2, 2]",2,2,Even,Yes
12078,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,4:22,5,5,2,0,Clarkson Golden Knights,Josiane Pozzebon,Play,33,74,Direct,,,,Kelly Mariani,67.0,83.0,262,12079,Home Team,33,67.0,74,83.0,35.17101079,2,Lead,"[3, 3]",3,3,Even,Yes
12079,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,4:21,5,5,2,0,Clarkson Golden Knights,Kelly Mariani,Play,67,83,Direct,,,,Josiane Pozzebon,64.0,65.0,261,12080,Home Team,67,64.0,83,65.0,18.24828759,2,Lead,"[1, 1]",1,1,Even,Yes
12080,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,4:19,5,5,2,0,Clarkson Golden Knights,Josiane Pozzebon,Play,79,58,Direct,,,,Kelly Mariani,97.0,82.0,259,12081,Home Team,79,97.0,58,82.0,30.0,2,Lead,"[2, 2]",2,2,Even,Yes
12084,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,4:15,5,5,2,0,St. Lawrence Saints,Nadine Edney,Play,50,6,Direct,,,,Rachael Smith,74.0,60.0,255,12085,Away Team,150,126.0,79,25.0,59.09314681,-2,Trail,"[1, 1]",1,1,Even,Yes
12088,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,3:57,5,5,2,0,Clarkson Golden Knights,Emma Keenan,Play,30,76,Indirect,,,,Elizabeth Giguere,51.0,82.0,237,12089,Home Team,30,51.0,76,82.0,21.84032967,2,Lead,"[9, 9]",9,9,Even,Yes
12090,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,3:46,5,5,2,0,Clarkson Golden Knights,Elizabeth Giguere,Incomplete Play,194,66,Direct,,,,Michala Pejzlova,173.0,46.0,226,12091,Home Team,194,173.0,66,46.0,29.0,2,Lead,"[4, 4]",4,4,Even,No
12097,10/20/2018,Clarkson Golden Knights,St. Lawrence Saints,2,3:34,5,5,2,0,Clarkson Golden Knights,Taylor Turnquist,Play,108,38,Direct,,,,Michala Pejzlova,116.0,45.0,214,12098,Home Team,108,116.0,38,45.0,10.63014581,2,Lead,"[1, 1]",1,1,Even,Yes
